candidato,usuario,fecha,texto,texto_limpio,texto_comentario,texto_comentario_limpio
Andrea_Gonzalez_Nader,@AndreGonzalezNa,2025-01-21T15:31:16.000Z,"Un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables. Proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente. Nuestros profesores, doctores, policías y militares serán prioridad. 
.

#VotaTodo3 #AndreaGonzalezNader #ReiniciaEcuador2025 #EcuadorSostenible2025
#LaLuchaContinúa",un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente nuestros profesores doctores policías y militares serán prioridad votatodo3 andreagonzaleznader reiniciaecuador2025 ecuadorsostenible2025 laluchacontinúa,"Andrea
Siempre tendrás mi respeto pero eso no implica que no tenga derecho a tu respuesta ante mi pregunta.

No puedo acusarte por los insultos que en contra mía lancen pero el silencio en muchos casos otorga 

Es muy fácil calificar de obeso al Estado desde la comodidad de la red y para disipar las dudas te pregunto. Te adelanto algo: lo que prometes nos es tan fácil ya que de un manotazo no puedes echar a la calle a mis compas para reducir el tamaño del Estado; en otras palabras estoy en contra del populista pero no cejaré en mi pregunta.",andrea siempre tendrás mi respeto pero eso no implica que no tenga derecho a tu respuesta ante mi pregunta no puedo acusarte por los insultos que en contra mía lancen pero el silencio en muchos casos otorga es muy fácil calificar de obeso al estado desde la comodidad de la red y para disipar las dudas te pregunto te adelanto algo lo que prometes nos es tan fácil ya que de un manotazo no puedes echar a la calle a mis compas para reducir el tamaño del estado en otras palabras estoy en contra del populista pero no cejaré en mi pregunta
Andrea_Gonzalez_Nader,@AndreGonzalezNa,2025-01-21T15:31:16.000Z,"Un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables. Proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente. Nuestros profesores, doctores, policías y militares serán prioridad. 
.

#VotaTodo3 #AndreaGonzalezNader #ReiniciaEcuador2025 #EcuadorSostenible2025
#LaLuchaContinúa",un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente nuestros profesores doctores policías y militares serán prioridad votatodo3 andreagonzaleznader reiniciaecuador2025 ecuadorsostenible2025 laluchacontinúa,"No confío en Noboa, peor en usted…",no confío en noboa peor en usted…
Andrea_Gonzalez_Nader,@AndreGonzalezNa,2025-01-21T15:31:16.000Z,"Un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables. Proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente. Nuestros profesores, doctores, policías y militares serán prioridad. 
.

#VotaTodo3 #AndreaGonzalezNader #ReiniciaEcuador2025 #EcuadorSostenible2025
#LaLuchaContinúa",un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente nuestros profesores doctores policías y militares serán prioridad votatodo3 andreagonzaleznader reiniciaecuador2025 ecuadorsostenible2025 laluchacontinúa,Esta Andrea es la estadista.,esta andrea es la estadista
Andrea_Gonzalez_Nader,@AndreGonzalezNa,2025-01-21T15:31:16.000Z,"Un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables. Proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente. Nuestros profesores, doctores, policías y militares serán prioridad. 
.

#VotaTodo3 #AndreaGonzalezNader #ReiniciaEcuador2025 #EcuadorSostenible2025
#LaLuchaContinúa",un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente nuestros profesores doctores policías y militares serán prioridad votatodo3 andreagonzaleznader reiniciaecuador2025 ecuadorsostenible2025 laluchacontinúa,"Vas a atacar la crisis con desempleo? Y por otro lado, en juegos olímpicos los políticos premian las medallas con valores astronómicos pero en olimpiadas se cargan al ministerio de deportes. Me suena a populismo. Qué haras con la gente desempleada?",vas a atacar la crisis con desempleo y por otro lado en juegos olímpicos los políticos premian las medallas con valores astronómicos pero en olimpiadas se cargan al ministerio de deportes me suena a populismo qué haras con la gente desempleada
Andrea_Gonzalez_Nader,@AndreGonzalezNa,2025-01-21T15:31:16.000Z,"Un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables. Proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente. Nuestros profesores, doctores, policías y militares serán prioridad. 
.

#VotaTodo3 #AndreaGonzalezNader #ReiniciaEcuador2025 #EcuadorSostenible2025
#LaLuchaContinúa",un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente nuestros profesores doctores policías y militares serán prioridad votatodo3 andreagonzaleznader reiniciaecuador2025 ecuadorsostenible2025 laluchacontinúa,"El Estado no solo se gasta los recursos no renovables, sino, sobretodo, despilfarra el dinero que nos sacan a los que pagamos impuestos, o se endeuda para gastar más de lo que debería. Ya que copia el spot de Milei, también copie su decisión de explotar los recursos naturales.",el estado no solo se gasta los recursos no renovables sino sobretodo despilfarra el dinero que nos sacan a los que pagamos impuestos o se endeuda para gastar más de lo que debería ya que copia el spot de milei también copie su decisión de explotar los recursos naturales
Andrea_Gonzalez_Nader,@AndreGonzalezNa,2025-01-21T15:31:16.000Z,"Un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables. Proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente. Nuestros profesores, doctores, policías y militares serán prioridad. 
.

#VotaTodo3 #AndreaGonzalezNader #ReiniciaEcuador2025 #EcuadorSostenible2025
#LaLuchaContinúa",un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente nuestros profesores doctores policías y militares serán prioridad votatodo3 andreagonzaleznader reiniciaecuador2025 ecuadorsostenible2025 laluchacontinúa,"Retirar a todos los corruptos y vagos de las empresas públicas es fácil, solo vean la afiliación política y listo. Retiren a todos los ap/rc o a todos los que ingresaron entre el 2008 y 2016 y listo.",retirar a todos los corruptos y vagos de las empresas públicas es fácil solo vean la afiliación política y listo retiren a todos los aprc o a todos los que ingresaron entre el 2008 y 2016 y listo
Andrea_Gonzalez_Nader,@AndreGonzalezNa,2025-01-21T15:31:16.000Z,"Un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables. Proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente. Nuestros profesores, doctores, policías y militares serán prioridad. 
.

#VotaTodo3 #AndreaGonzalezNader #ReiniciaEcuador2025 #EcuadorSostenible2025
#LaLuchaContinúa",un estado obeso e ineficiente no puede seguir gastándose nuestros recursos no renovables proponemos reducir el estado a 10 ministerios eficientes y bajar el gasto corriente nuestros profesores doctores policías y militares serán prioridad votatodo3 andreagonzaleznader reiniciaecuador2025 ecuadorsostenible2025 laluchacontinúa,Al inicio pensé que eran todos los cheques de las extorsiones de Villavicencio.,al inicio pensé que eran todos los cheques de las extorsiones de villavicencio
Andrea_Gonzalez_Nader,@CruzaElDato,2024-06-10T22:09:19.000Z,"#Nisabes El Partido Social Patriótica (PSP) de Lucio Guitierrez impulsará a la ex candidata a vicepresidencia, Andrea González Nader como precandidata a la Presidencia de la República en las elecciones del 2025 .
 El Universo",nisabes el partido social patriótica psp de lucio guitierrez impulsará a la ex candidata a vicepresidencia andrea gonzález nader como precandidata a la presidencia de la república en las elecciones del 2025 el universo,"#Nisabes #Nisabes El Partido Social Patriótica (PSP) de Lucio Guitierrez impulsará a la ex candidata a vicepresidencia, Andrea González Nader como precandidata a la Presidencia de la República en las elecciones del 2025 . El Universo",nisabes nisabes el partido social patriótica psp de lucio guitierrez impulsará a la ex candidata a vicepresidencia andrea gonzález nader como precandidata a la presidencia de la república en las elecciones del 2025 el universo
Andrea_Gonzalez_Nader,@eluniversocom,2023-12-15T14:15:05.000Z,"Hay un 75 % de probabilidades de que me lance a la presidencia en 2025, dice Andrea González Nader, ex compañera de fórmula de Fernando Villavicencio, en nuestro segmento #Las35Preguntas ►
ow.ly/m1nA50Qj8hZ",hay un 75 de probabilidades de que me lance a la presidencia en 2025 dice andrea gonzález nader ex compañera de fórmula de fernando villavicencio en nuestro segmento las35preguntas ► owlym1na50qj8hz,"Esperaremos que acepte ser Presidenta, allí estaremos para apoyarle!!",esperaremos que acepte ser presidenta allí estaremos para apoyarle
Andrea_Gonzalez_Nader,@eluniversocom,2023-12-15T14:15:05.000Z,"Hay un 75 % de probabilidades de que me lance a la presidencia en 2025, dice Andrea González Nader, ex compañera de fórmula de Fernando Villavicencio, en nuestro segmento #Las35Preguntas ►
ow.ly/m1nA50Qj8hZ",hay un 75 de probabilidades de que me lance a la presidencia en 2025 dice andrea gonzález nader ex compañera de fórmula de fernando villavicencio en nuestro segmento las35preguntas ► owlym1na50qj8hz,"tontera... mejor que se lance DIANA SALAZAR

ella SI demuestra interes al pueblo",tontera mejor que se lance diana salazar ella si demuestra interes al pueblo
Andrea_Gonzalez_Nader,@eluniversocom,2023-12-15T14:15:05.000Z,"Hay un 75 % de probabilidades de que me lance a la presidencia en 2025, dice Andrea González Nader, ex compañera de fórmula de Fernando Villavicencio, en nuestro segmento #Las35Preguntas ►
ow.ly/m1nA50Qj8hZ",hay un 75 de probabilidades de que me lance a la presidencia en 2025 dice andrea gonzález nader ex compañera de fórmula de fernando villavicencio en nuestro segmento las35preguntas ► owlym1na50qj8hz,Por gusto,por gusto
Andrea_Gonzalez_Nader,@eluniversocom,2023-12-15T14:15:05.000Z,"Hay un 75 % de probabilidades de que me lance a la presidencia en 2025, dice Andrea González Nader, ex compañera de fórmula de Fernando Villavicencio, en nuestro segmento #Las35Preguntas ►
ow.ly/m1nA50Qj8hZ",hay un 75 de probabilidades de que me lance a la presidencia en 2025 dice andrea gonzález nader ex compañera de fórmula de fernando villavicencio en nuestro segmento las35preguntas ► owlym1na50qj8hz,Basura,basura
Andrea_Gonzalez_Nader,@Meluzambrano,2025-01-20T13:01:57.000Z,"Imagínate aplaudir a una candidata como Andrea González por atacar a un expresidente y no precisamente por presentar un plan de gobierno. Después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía. 

En todo caso, Andrea González cumplió con su rol que era atacar a Luisa González y la única razón por la que se expone a la palestra política: captar ese voto de gente que vive pensando, actuando y hasta soñando con Rafael Correa. 

Ahora, no sé quién sumó votación, pero está clarísimo quién lo perdió y definitivamente fue Daniel Noboa, quien evidencio, una vez más, que no sabe absolutamente nada de administración pública (y, tampoco le interesa saberlo).",imagínate aplaudir a una candidata como andrea gonzález por atacar a un expresidente y no precisamente por presentar un plan de gobierno después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía en todo caso andrea gonzález cumplió con su rol que era atacar a luisa gonzález y la única razón por la que se expone a la palestra política captar ese voto de gente que vive pensando actuando y hasta soñando con rafael correa ahora no sé quién sumó votación pero está clarísimo quién lo perdió y definitivamente fue daniel noboa quien evidencio una vez más que no sabe absolutamente nada de administración pública y tampoco le interesa saberlo,"Si Andrea lo hizo con mucha inteligencia, luisa acaso no atacó a noboa, solo vez lo que te conviene",si andrea lo hizo con mucha inteligencia luisa acaso no atacó a noboa solo vez lo que te conviene
Andrea_Gonzalez_Nader,@Meluzambrano,2025-01-20T13:01:57.000Z,"Imagínate aplaudir a una candidata como Andrea González por atacar a un expresidente y no precisamente por presentar un plan de gobierno. Después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía. 

En todo caso, Andrea González cumplió con su rol que era atacar a Luisa González y la única razón por la que se expone a la palestra política: captar ese voto de gente que vive pensando, actuando y hasta soñando con Rafael Correa. 

Ahora, no sé quién sumó votación, pero está clarísimo quién lo perdió y definitivamente fue Daniel Noboa, quien evidencio, una vez más, que no sabe absolutamente nada de administración pública (y, tampoco le interesa saberlo).",imagínate aplaudir a una candidata como andrea gonzález por atacar a un expresidente y no precisamente por presentar un plan de gobierno después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía en todo caso andrea gonzález cumplió con su rol que era atacar a luisa gonzález y la única razón por la que se expone a la palestra política captar ese voto de gente que vive pensando actuando y hasta soñando con rafael correa ahora no sé quién sumó votación pero está clarísimo quién lo perdió y definitivamente fue daniel noboa quien evidencio una vez más que no sabe absolutamente nada de administración pública y tampoco le interesa saberlo,"Claro que hizo una gran propuesta, en lo energético, aprovechar  la energía geotérmica disponible en este país volcánico. Pero también tenía que recordarle al país sobre la corrupción de CELEC y sus hidroeléctricas durante la década saqueada.",claro que hizo una gran propuesta en lo energético aprovechar la energía geotérmica disponible en este país volcánico pero también tenía que recordarle al país sobre la corrupción de celec y sus hidroeléctricas durante la década saqueada
Andrea_Gonzalez_Nader,@Meluzambrano,2025-01-20T13:01:57.000Z,"Imagínate aplaudir a una candidata como Andrea González por atacar a un expresidente y no precisamente por presentar un plan de gobierno. Después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía. 

En todo caso, Andrea González cumplió con su rol que era atacar a Luisa González y la única razón por la que se expone a la palestra política: captar ese voto de gente que vive pensando, actuando y hasta soñando con Rafael Correa. 

Ahora, no sé quién sumó votación, pero está clarísimo quién lo perdió y definitivamente fue Daniel Noboa, quien evidencio, una vez más, que no sabe absolutamente nada de administración pública (y, tampoco le interesa saberlo).",imagínate aplaudir a una candidata como andrea gonzález por atacar a un expresidente y no precisamente por presentar un plan de gobierno después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía en todo caso andrea gonzález cumplió con su rol que era atacar a luisa gonzález y la única razón por la que se expone a la palestra política captar ese voto de gente que vive pensando actuando y hasta soñando con rafael correa ahora no sé quién sumó votación pero está clarísimo quién lo perdió y definitivamente fue daniel noboa quien evidencio una vez más que no sabe absolutamente nada de administración pública y tampoco le interesa saberlo,"eso es lo q hace el correismo , aperte de robar",eso es lo que hace el correismo aperte de robar
Andrea_Gonzalez_Nader,@Meluzambrano,2025-01-20T13:01:57.000Z,"Imagínate aplaudir a una candidata como Andrea González por atacar a un expresidente y no precisamente por presentar un plan de gobierno. Después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía. 

En todo caso, Andrea González cumplió con su rol que era atacar a Luisa González y la única razón por la que se expone a la palestra política: captar ese voto de gente que vive pensando, actuando y hasta soñando con Rafael Correa. 

Ahora, no sé quién sumó votación, pero está clarísimo quién lo perdió y definitivamente fue Daniel Noboa, quien evidencio, una vez más, que no sabe absolutamente nada de administración pública (y, tampoco le interesa saberlo).",imagínate aplaudir a una candidata como andrea gonzález por atacar a un expresidente y no precisamente por presentar un plan de gobierno después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía en todo caso andrea gonzález cumplió con su rol que era atacar a luisa gonzález y la única razón por la que se expone a la palestra política captar ese voto de gente que vive pensando actuando y hasta soñando con rafael correa ahora no sé quién sumó votación pero está clarísimo quién lo perdió y definitivamente fue daniel noboa quien evidencio una vez más que no sabe absolutamente nada de administración pública y tampoco le interesa saberlo,"Calla enfermita, lárgate a tomar la pastilla para que te pare la diarrea.",calla enfermita lárgate a tomar la pastilla para que te pare la diarrea
Andrea_Gonzalez_Nader,@Meluzambrano,2025-01-20T13:01:57.000Z,"Imagínate aplaudir a una candidata como Andrea González por atacar a un expresidente y no precisamente por presentar un plan de gobierno. Después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía. 

En todo caso, Andrea González cumplió con su rol que era atacar a Luisa González y la única razón por la que se expone a la palestra política: captar ese voto de gente que vive pensando, actuando y hasta soñando con Rafael Correa. 

Ahora, no sé quién sumó votación, pero está clarísimo quién lo perdió y definitivamente fue Daniel Noboa, quien evidencio, una vez más, que no sabe absolutamente nada de administración pública (y, tampoco le interesa saberlo).",imagínate aplaudir a una candidata como andrea gonzález por atacar a un expresidente y no precisamente por presentar un plan de gobierno después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía en todo caso andrea gonzález cumplió con su rol que era atacar a luisa gonzález y la única razón por la que se expone a la palestra política captar ese voto de gente que vive pensando actuando y hasta soñando con rafael correa ahora no sé quién sumó votación pero está clarísimo quién lo perdió y definitivamente fue daniel noboa quien evidencio una vez más que no sabe absolutamente nada de administración pública y tampoco le interesa saberlo,Andrea Gonzalez mi presi que no se pierda que para 2029  debe estar,andrea gonzalez mi presi que no se pierda que para 2029 debe estar
Andrea_Gonzalez_Nader,@Meluzambrano,2025-01-20T13:01:57.000Z,"Imagínate aplaudir a una candidata como Andrea González por atacar a un expresidente y no precisamente por presentar un plan de gobierno. Después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía. 

En todo caso, Andrea González cumplió con su rol que era atacar a Luisa González y la única razón por la que se expone a la palestra política: captar ese voto de gente que vive pensando, actuando y hasta soñando con Rafael Correa. 

Ahora, no sé quién sumó votación, pero está clarísimo quién lo perdió y definitivamente fue Daniel Noboa, quien evidencio, una vez más, que no sabe absolutamente nada de administración pública (y, tampoco le interesa saberlo).",imagínate aplaudir a una candidata como andrea gonzález por atacar a un expresidente y no precisamente por presentar un plan de gobierno después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía en todo caso andrea gonzález cumplió con su rol que era atacar a luisa gonzález y la única razón por la que se expone a la palestra política captar ese voto de gente que vive pensando actuando y hasta soñando con rafael correa ahora no sé quién sumó votación pero está clarísimo quién lo perdió y definitivamente fue daniel noboa quien evidencio una vez más que no sabe absolutamente nada de administración pública y tampoco le interesa saberlo,Para los vulgares placeros lo que despotricó la tal AG está bien.. pero pa la gente culta y decente no...,para los vulgares placeros lo que despotricó la tal ag está bien pero para la gente culta y decente no
Andrea_Gonzalez_Nader,@Meluzambrano,2025-01-20T13:01:57.000Z,"Imagínate aplaudir a una candidata como Andrea González por atacar a un expresidente y no precisamente por presentar un plan de gobierno. Después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía. 

En todo caso, Andrea González cumplió con su rol que era atacar a Luisa González y la única razón por la que se expone a la palestra política: captar ese voto de gente que vive pensando, actuando y hasta soñando con Rafael Correa. 

Ahora, no sé quién sumó votación, pero está clarísimo quién lo perdió y definitivamente fue Daniel Noboa, quien evidencio, una vez más, que no sabe absolutamente nada de administración pública (y, tampoco le interesa saberlo).",imagínate aplaudir a una candidata como andrea gonzález por atacar a un expresidente y no precisamente por presentar un plan de gobierno después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía en todo caso andrea gonzález cumplió con su rol que era atacar a luisa gonzález y la única razón por la que se expone a la palestra política captar ese voto de gente que vive pensando actuando y hasta soñando con rafael correa ahora no sé quién sumó votación pero está clarísimo quién lo perdió y definitivamente fue daniel noboa quien evidencio una vez más que no sabe absolutamente nada de administración pública y tampoco le interesa saberlo,"Imagínate aplaudir a una candidata como Luisa, que se toma fotos con un prófugo de la justicia. Terrible!!",imagínate aplaudir a una candidata como luisa que se toma fotos con un prófugo de la justicia terrible
Andrea_Gonzalez_Nader,@Meluzambrano,2025-01-20T13:01:57.000Z,"Imagínate aplaudir a una candidata como Andrea González por atacar a un expresidente y no precisamente por presentar un plan de gobierno. Después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía. 

En todo caso, Andrea González cumplió con su rol que era atacar a Luisa González y la única razón por la que se expone a la palestra política: captar ese voto de gente que vive pensando, actuando y hasta soñando con Rafael Correa. 

Ahora, no sé quién sumó votación, pero está clarísimo quién lo perdió y definitivamente fue Daniel Noboa, quien evidencio, una vez más, que no sabe absolutamente nada de administración pública (y, tampoco le interesa saberlo).",imagínate aplaudir a una candidata como andrea gonzález por atacar a un expresidente y no precisamente por presentar un plan de gobierno después no nos preguntemos por qué nos gobiernan a base del odio y no con el tecnicismo urgente que requiere una patria en agonía en todo caso andrea gonzález cumplió con su rol que era atacar a luisa gonzález y la única razón por la que se expone a la palestra política captar ese voto de gente que vive pensando actuando y hasta soñando con rafael correa ahora no sé quién sumó votación pero está clarísimo quién lo perdió y definitivamente fue daniel noboa quien evidencio una vez más que no sabe absolutamente nada de administración pública y tampoco le interesa saberlo,Igual que lo hace Luisa con Correa juntos solo atacan y así quieren votar por unos ineptos como ellos la una vaga ganado plata a costilla se los giles que la mantienen y el otro millonario en Bélgica,igual que lo hace luisa con correa juntos solo atacan y así quieren votar por unos ineptos como ellos la una vaga ganado plata a costilla se los giles que la mantienen y el otro millonario en bélgica
