candidato,usuario,fecha,texto,texto_limpio,texto_comentario,texto_comentario_limpio
Daniel_Noboa,@eluniversocom,2025-04-19T20:48:05.000Z,"#DanielNoboa | La Secretaría de Relaciones Exteriores de #México divulgó un comunicado este 19 de abril, tras un mensaje militar que alerta de actos #terroristas en #Ecuador. 
ow.ly/CE6250VEnob",danielnoboa la secretaría de relaciones exteriores de méxico divulgó un comunicado este 19 de abril tras un mensaje militar que alerta de actos terroristas en ecuador owlyce6250venob,No estaban hablando del Gob Mexicano !,no estaban hablando del gob mexicano
Daniel_Noboa,@eluniversocom,2025-04-19T20:48:05.000Z,"#DanielNoboa | La Secretaría de Relaciones Exteriores de #México divulgó un comunicado este 19 de abril, tras un mensaje militar que alerta de actos #terroristas en #Ecuador. 
ow.ly/CE6250VEnob",danielnoboa la secretaría de relaciones exteriores de méxico divulgó un comunicado este 19 de abril tras un mensaje militar que alerta de actos terroristas en ecuador owlyce6250venob,"Con esa cara de estatua de piedra mal esculpida ,esta presidente  incita a la violencia contra el presidente  , escondiendo prófugos, promoviendo entreguen a Glas .Pobre México en manos de esta",con esa cara de estatua de piedra mal esculpida esta presidente incita a la violencia contra el presidente escondiendo prófugos promoviendo entreguen a glas pobre méxico en manos de esta
Daniel_Noboa,@eluniversocom,2025-04-19T20:48:05.000Z,"#DanielNoboa | La Secretaría de Relaciones Exteriores de #México divulgó un comunicado este 19 de abril, tras un mensaje militar que alerta de actos #terroristas en #Ecuador. 
ow.ly/CE6250VEnob",danielnoboa la secretaría de relaciones exteriores de méxico divulgó un comunicado este 19 de abril tras un mensaje militar que alerta de actos terroristas en ecuador owlyce6250venob,"A quien engaña está señora? Todo México sabe de dónde el el cartel de Jalisco jjj y los demás de México y dónde se esconden los políticos ecuatorianos, si EEUU lo está sancionando por no declarar los narcos como terroristas, que paso ??",a quien engaña está señora todo méxico sabe de dónde el el cartel de jalisco jjj y los demás de méxico y dónde se esconden los políticos ecuatorianos si eeuu lo está sancionando por no declarar los narcos como terroristas que paso
Daniel_Noboa,@eluniversocom,2025-04-19T20:48:05.000Z,"#DanielNoboa | La Secretaría de Relaciones Exteriores de #México divulgó un comunicado este 19 de abril, tras un mensaje militar que alerta de actos #terroristas en #Ecuador. 
ow.ly/CE6250VEnob",danielnoboa la secretaría de relaciones exteriores de méxico divulgó un comunicado este 19 de abril tras un mensaje militar que alerta de actos terroristas en ecuador owlyce6250venob,"Sea Mexico , sea Colombia , sea Venezuela nadie  deberia  meterse  en nuestras  desiciones y elecciones , ya  tienen sus problemas asi  que  dejemnos  en Paz y a nuestro Presidente.",sea mexico sea colombia sea venezuela nadie deberia meterse en nuestras desiciones y elecciones ya tienen sus problemas asi que dejemnos en paz y a nuestro presidente
Daniel_Noboa,@eluniversocom,2025-04-19T20:48:05.000Z,"#DanielNoboa | La Secretaría de Relaciones Exteriores de #México divulgó un comunicado este 19 de abril, tras un mensaje militar que alerta de actos #terroristas en #Ecuador. 
ow.ly/CE6250VEnob",danielnoboa la secretaría de relaciones exteriores de méxico divulgó un comunicado este 19 de abril tras un mensaje militar que alerta de actos terroristas en ecuador owlyce6250venob,"Este es un ""Pote de Humo"" del delincuente Noboa, para desvial la atención de #megafraude #megafraude cometido por él y sus secuaces en Ecuador.",este es un pote de humo del delincuente noboa para desvial la atención de megafraude megafraude cometido por él y sus secuaces en ecuador
Daniel_Noboa,@eluniversocom,2025-04-19T20:48:05.000Z,"#DanielNoboa | La Secretaría de Relaciones Exteriores de #México divulgó un comunicado este 19 de abril, tras un mensaje militar que alerta de actos #terroristas en #Ecuador. 
ow.ly/CE6250VEnob",danielnoboa la secretaría de relaciones exteriores de méxico divulgó un comunicado este 19 de abril tras un mensaje militar que alerta de actos terroristas en ecuador owlyce6250venob,Huyyyyyy. Como si México fuera un país Santo México es la cuna de los narcocarteles exportables a todo el mundo,huyyyyyy como si méxico fuera un país santo méxico es la cuna de los narcocarteles exportables a todo el mundo
Daniel_Noboa,@eluniversocom,2025-04-19T20:48:05.000Z,"#DanielNoboa | La Secretaría de Relaciones Exteriores de #México divulgó un comunicado este 19 de abril, tras un mensaje militar que alerta de actos #terroristas en #Ecuador. 
ow.ly/CE6250VEnob",danielnoboa la secretaría de relaciones exteriores de méxico divulgó un comunicado este 19 de abril tras un mensaje militar que alerta de actos terroristas en ecuador owlyce6250venob,@grok @grok @grok explícale a la Presidenta De México que si es legal la Presencia de Daniel NOBOA? Cómo modo desquiciado por favor?,grok grok grok explícale a la presidenta de méxico que si es legal la presencia de daniel noboa cómo modo desquiciado por favor
Daniel_Noboa,@eluniversocom,2025-04-19T20:48:05.000Z,"#DanielNoboa | La Secretaría de Relaciones Exteriores de #México divulgó un comunicado este 19 de abril, tras un mensaje militar que alerta de actos #terroristas en #Ecuador. 
ow.ly/CE6250VEnob",danielnoboa la secretaría de relaciones exteriores de méxico divulgó un comunicado este 19 de abril tras un mensaje militar que alerta de actos terroristas en ecuador owlyce6250venob,Estos zurdos esta convirtiendo a México en guarida de delincuentes,estos zurdos esta convirtiendo a méxico en guarida de delincuentes
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,Maldita cloaca esa es la narrativa para sostener al psicópata de CACA rton y todo por la sucia pauta,maldita cloaca esa es la narrativa para sostener al psicópata de caca rton y todo por la sucia pauta
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,Pero a Luisa le robaron más de un millón de votos! FRAUDE,pero a luisa le robaron más de un millón de votos fraude
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,Y este FRAUDULENTO CARTÓN no cumplió lo que prometió a los “viejitos jubilados”…definitivamente ese millonario es el mismísimo demonio,y este fraudulento cartón no cumplió lo que prometió a los “ viejitos jubilados ” …definitivamente ese millonario es el mismísimo demonio
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,"Fue FRAUDE por eso no abren las urnas, xq ese millón de votos los puso el CNE, la mayoría no somos estúpidos ni odiadorees",fue fraude por eso no abren las urnas porque ese millón de votos los puso el cne la mayoría no somos estúpidos ni odiadorees
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,Y si lo dice ecuarisa ...pues no te jode hay que creer en semejante payasada y si...viejos pendejos a trabajar más hasta los 75 años a seguir cotizando que los quieren ver exclavos y no disfrutar de sus pensiones...vaya a estupidez,y si lo dice ecuarisa pues no te jode hay que creer en semejante payasada y siviejos pendejos a trabajar más hasta los 75 años a seguir cotizando que los quieren ver exclavos y no disfrutar de sus pensionesvaya a estupidez
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,"Como dicen los argentinos, por culpa de viejos chotos!, pero bueno el mal ya esta hecho, toca ver que depara los proximos años",como dicen los argentinos por culpa de viejos chotos pero bueno el mal ya esta hecho toca ver que depara los proximos años
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,"Nustros viejitos se merecen un retiro digno que con la ayuda de nuestro presidente Noboa estoy seguro lo lograremos. Por otro lado los ""Correistas"" se llevaron TODO...... (Robado obviamente)",nustros viejitos se merecen un retiro digno que con la ayuda de nuestro presidente noboa estoy seguro lo lograremos por otro lado los correistas se llevaron todo robado obviamente
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,Y luego de eso dejo el SHOW y volvió a VAGAR X EL MUNDO ¿ASI ES COMO TREMENDO VAGO E INUTIL VA A DAR SEGURIDAD EN EL PAIS ?. Hoy el país nuevamente queda en manos de LOS DELINCUENTES Y  NARCOTRÁFICANTES paras del INEPTO DE CARTÓN,y luego de eso dejo el show y volvió a vagar por el mundo ¿asi es como tremendo vago e inutil va a dar seguridad en el pais hoy el país nuevamente queda en manos de los delincuentes y narcotráficantes paras del inepto de cartón
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,Porque ganó si todos votamos por Luisa.,porque ganó si todos votamos por luisa
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,"Ganó, o le hicieron ganar?",ganó o le hicieron ganar
Daniel_Noboa,@EcuavisaInforma,2025-04-29T12:20:00.000Z,"#LaNoticiaAFondo  | En las #Elecciones2025, el candidato-presidente Daniel Noboa logró el triunfo en aquellos cantones con mayor índice de vejez.  Noboa ganó en tres cantones de Loja; donde la población mayor a 65 años representa el 11, 9 %  
bit.ly/44gii7Y",lanoticiaafondo en las elecciones2025 el candidatopresidente daniel noboa logró el triunfo en aquellos cantones con mayor índice de vejez noboa ganó en tres cantones de loja donde la población mayor a 65 años representa el 11 9 bitly44gii7y,Veremos si es recíproco con ellos!! O será que tendrán que esperar sentaditos o mejor acostados en una hamaca!!! Esperando solo Dios sabe lo que piensa este individuo!!!,veremos si es recíproco con ellos o será que tendrán que esperar sentaditos o mejor acostados en una hamaca esperando solo dios sabe lo que piensa este individuo
Daniel_Noboa,@ElPortalEcu,2025-01-01T02:21:14.000Z," Según la encuestadora Comunicaliza el presidente Daniel Noboa lidera la intención de voto para las elecciones 2025:

Daniel Noboa 32,9%
 Luisa González 29,3%",según la encuestadora comunicaliza el presidente daniel noboa lidera la intención de voto para las elecciones 2025 daniel noboa 329 luisa gonzález 293,"Se la viven mintiendo en las encuestas y aún así aceptan que Luisa tiene 30%, seguro es mayor el porcentaje",se la viven mintiendo en las encuestas y aún así aceptan que luisa tiene 30 seguro es mayor el porcentaje
Daniel_Noboa,@ElPortalEcu,2025-01-01T02:21:14.000Z," Según la encuestadora Comunicaliza el presidente Daniel Noboa lidera la intención de voto para las elecciones 2025:

Daniel Noboa 32,9%
 Luisa González 29,3%",según la encuestadora comunicaliza el presidente daniel noboa lidera la intención de voto para las elecciones 2025 daniel noboa 329 luisa gonzález 293,"Ustedes de idiotas son lo mejor....
Hace poco replicaban la ""encuesta donde colocaban al tarado este en primer lugar con caso 50% y decían que esto era 1 sola vuelta ahora con mínimos...
Su tiempo llego a su fin y deben largarse",ustedes de idiotas son lo mejor hace poco replicaban la encuesta donde colocaban al tarado este en primer lugar con caso 50 y decían que esto era 1 sola vuelta ahora con mínimos su tiempo llego a su fin y deben largarse
Daniel_Noboa,@ElPortalEcu,2025-01-01T02:21:14.000Z," Según la encuestadora Comunicaliza el presidente Daniel Noboa lidera la intención de voto para las elecciones 2025:

Daniel Noboa 32,9%
 Luisa González 29,3%",según la encuestadora comunicaliza el presidente daniel noboa lidera la intención de voto para las elecciones 2025 daniel noboa 329 luisa gonzález 293,"Prensa corrupta pautera, ESTAS SON LAS ENCUESTAS REALES",prensa corrupta pautera estas son las encuestas reales
Daniel_Noboa,@ElPortalEcu,2025-01-01T02:21:14.000Z," Según la encuestadora Comunicaliza el presidente Daniel Noboa lidera la intención de voto para las elecciones 2025:

Daniel Noboa 32,9%
 Luisa González 29,3%",según la encuestadora comunicaliza el presidente daniel noboa lidera la intención de voto para las elecciones 2025 daniel noboa 329 luisa gonzález 293,Algo no cuadra con este pautero de a,algo no cuadra con este pautero de a
Daniel_Noboa,@ElPortalEcu,2025-01-01T02:21:14.000Z," Según la encuestadora Comunicaliza el presidente Daniel Noboa lidera la intención de voto para las elecciones 2025:

Daniel Noboa 32,9%
 Luisa González 29,3%",según la encuestadora comunicaliza el presidente daniel noboa lidera la intención de voto para las elecciones 2025 daniel noboa 329 luisa gonzález 293,Algo no cuadra con este pautero de a,algo no cuadra con este pautero de a
Daniel_Noboa,@ElPortalEcu,2025-01-01T02:21:14.000Z," Según la encuestadora Comunicaliza el presidente Daniel Noboa lidera la intención de voto para las elecciones 2025:

Daniel Noboa 32,9%
 Luisa González 29,3%",según la encuestadora comunicaliza el presidente daniel noboa lidera la intención de voto para las elecciones 2025 daniel noboa 329 luisa gonzález 293,Suma 5 votos para @DanielNoboaOk @DanielNoboaOk @DanielNoboaOk de toda mi familia,suma 5 votos para danielnoboaok danielnoboaok danielnoboaok de toda mi familia
Daniel_Noboa,@ElPortalEcu,2025-01-01T02:21:14.000Z," Según la encuestadora Comunicaliza el presidente Daniel Noboa lidera la intención de voto para las elecciones 2025:

Daniel Noboa 32,9%
 Luisa González 29,3%",según la encuestadora comunicaliza el presidente daniel noboa lidera la intención de voto para las elecciones 2025 daniel noboa 329 luisa gonzález 293,Quien p3nd3j@ vota por ese inepto mmvga,quien p3nd3j vota por ese inepto mmvga
Daniel_Noboa,@ElPortalEcu,2025-01-01T02:21:14.000Z," Según la encuestadora Comunicaliza el presidente Daniel Noboa lidera la intención de voto para las elecciones 2025:

Daniel Noboa 32,9%
 Luisa González 29,3%",según la encuestadora comunicaliza el presidente daniel noboa lidera la intención de voto para las elecciones 2025 daniel noboa 329 luisa gonzález 293,"Prensa corrupta pautera, ESTAS SON LAS ENCUESTAS REALES",prensa corrupta pautera estas son las encuestas reales
Daniel_Noboa,@ElPortalEcu,2025-01-01T02:21:14.000Z," Según la encuestadora Comunicaliza el presidente Daniel Noboa lidera la intención de voto para las elecciones 2025:

Daniel Noboa 32,9%
 Luisa González 29,3%",según la encuestadora comunicaliza el presidente daniel noboa lidera la intención de voto para las elecciones 2025 daniel noboa 329 luisa gonzález 293,@cedatos @cedatos @cedatos se te cayó la mentira????,cedatos cedatos cedatos se te cayó la mentira
Daniel_Noboa,@ElPortalEcu,2025-01-01T02:21:14.000Z," Según la encuestadora Comunicaliza el presidente Daniel Noboa lidera la intención de voto para las elecciones 2025:

Daniel Noboa 32,9%
 Luisa González 29,3%",según la encuestadora comunicaliza el presidente daniel noboa lidera la intención de voto para las elecciones 2025 daniel noboa 329 luisa gonzález 293,Algo no cuadra con este pautero de a,algo no cuadra con este pautero de a
Daniel_Noboa,@teleamazonasec,2025-02-11T14:28:15.000Z,"#ATENCIÓN | ""Había cosas que no cuadraban, incluso con el conteo rápido de la OEA"". El presidente candidato Daniel Noboa -en entrevista- reacciona a los resultados de las Elecciones 2025 
ow.ly/BPKB50UXH3K",atención había cosas que no cuadraban incluso con el conteo rápido de la oea el presidente candidato daniel noboa en entrevista reacciona a los resultados de las elecciones 2025 owlybpkb50uxh3k,Hasta para hablar es tonto y estúpido cartón con ese insulto ya tiene medio pueblo en contra,hasta para hablar es tonto y estúpido cartón con ese insulto ya tiene medio pueblo en contra
Daniel_Noboa,@teleamazonasec,2025-02-11T14:28:15.000Z,"#ATENCIÓN | ""Había cosas que no cuadraban, incluso con el conteo rápido de la OEA"". El presidente candidato Daniel Noboa -en entrevista- reacciona a los resultados de las Elecciones 2025 
ow.ly/BPKB50UXH3K",atención había cosas que no cuadraban incluso con el conteo rápido de la oea el presidente candidato daniel noboa en entrevista reacciona a los resultados de las elecciones 2025 owlybpkb50uxh3k,Están asustados hdps,están asustados hdps
Daniel_Noboa,@teleamazonasec,2025-02-11T14:28:15.000Z,"#ATENCIÓN | ""Había cosas que no cuadraban, incluso con el conteo rápido de la OEA"". El presidente candidato Daniel Noboa -en entrevista- reacciona a los resultados de las Elecciones 2025 
ow.ly/BPKB50UXH3K",atención había cosas que no cuadraban incluso con el conteo rápido de la oea el presidente candidato daniel noboa en entrevista reacciona a los resultados de las elecciones 2025 owlybpkb50uxh3k,@DanielNoboaOk @DanielNoboaOk @DanielNoboaOk #GobiernoDeMierda #GobiernoDeMierda,danielnoboaok danielnoboaok danielnoboaok gobiernodemierda gobiernodemierda
Daniel_Noboa,@ElPulsoEc,2025-05-17T20:32:19.000Z,"#ElDato  ¡DANIEL NOBOA SIGUE DERROTANDO AL CORREÍSMO! 

 Ganó la Presidencia 2023.
 Ganó la Consulta Popular 2024. 
 Ganó la primera vuelta electoral 2025.
 Ganó la mayoría en la Asamblea - elecciones 2025.
 Ganó la asambleísta más votada. (Annabella Azín) 
 Ganó la",eldato ¡daniel noboa sigue derrotando al correísmo ganó la presidencia 2023 ganó la consulta popular 2024 ganó la primera vuelta electoral 2025 ganó la mayoría en la asamblea elecciones 2025 ganó la asambleísta más votada annabella azín ganó la,El. País en la berg@ y estos limitados pensando solo en Correa,el país en la berg y estos limitados pensando solo en correa
Daniel_Noboa,@ElPulsoEc,2025-05-17T20:32:19.000Z,"#ElDato  ¡DANIEL NOBOA SIGUE DERROTANDO AL CORREÍSMO! 

 Ganó la Presidencia 2023.
 Ganó la Consulta Popular 2024. 
 Ganó la primera vuelta electoral 2025.
 Ganó la mayoría en la Asamblea - elecciones 2025.
 Ganó la asambleísta más votada. (Annabella Azín) 
 Ganó la",eldato ¡daniel noboa sigue derrotando al correísmo ganó la presidencia 2023 ganó la consulta popular 2024 ganó la primera vuelta electoral 2025 ganó la mayoría en la asamblea elecciones 2025 ganó la asambleísta más votada annabella azín ganó la,Mientras sigan estos limitados en el poder el. País seguirá en caída libre,mientras sigan estos limitados en el poder el país seguirá en caída libre
